episode,method,label,task_completion_rate,task_completion_time_ratio,energy_consumption_index
28900,proposed_adaptive_hgrl,Proposed,0.858962,0.549738,0.562689
29000,proposed_adaptive_hgrl,Proposed,0.858159,0.551145,0.562037
29100,proposed_adaptive_hgrl,Proposed,0.856425,0.552975,0.561786
29200,proposed_adaptive_hgrl,Proposed,0.852452,0.555895,0.562497
29300,proposed_adaptive_hgrl,Proposed,0.857779,0.553646,0.559067
29400,proposed_adaptive_hgrl,Proposed,0.858960,0.553451,0.557421
29500,proposed_adaptive_hgrl,Proposed,0.861250,0.552549,0.555315
29600,proposed_adaptive_hgrl,Proposed,0.863444,0.551543,0.553252
29700,proposed_adaptive_hgrl,Proposed,0.869673,0.548199,0.549418
29800,proposed_adaptive_hgrl,Proposed,0.863929,0.551258,0.550972
29900,proposed_adaptive_hgrl,Proposed,0.862005,0.552103,0.550872
30000,proposed_adaptive_hgrl,Proposed,0.865057,0.550042,0.548558
30100,proposed_adaptive_hgrl,Proposed,0.866353,0.548805,0.547086
30200,proposed_adaptive_hgrl,Proposed,0.872197,0.544933,0.543627
30300,proposed_adaptive_hgrl,Proposed,0.871439,0.544592,0.543227
30400,proposed_adaptive_hgrl,Proposed,0.872024,0.543359,0.542264
30500,proposed_adaptive_hgrl,Proposed,0.874027,0.541274,0.540770
30600,proposed_adaptive_hgrl,Proposed,0.878434,0.537761,0.538266
30700,proposed_adaptive_hgrl,Proposed,0.881428,0.535010,0.536539
30800,proposed_adaptive_hgrl,Proposed,0.889032,0.529561,0.532749
30900,proposed_adaptive_hgrl,Proposed,0.880520,0.532973,0.536345
31000,proposed_adaptive_hgrl,Proposed,0.888320,0.527332,0.532658
31100,proposed_adaptive_hgrl,Proposed,0.889033,0.525617,0.532295
31200,proposed_adaptive_hgrl,Proposed,0.892743,0.522277,0.530703
31300,proposed_adaptive_hgrl,Proposed,0.897328,0.518465,0.528809
31400,proposed_adaptive_hgrl,Proposed,0.891346,0.520469,0.531745
31500,proposed_adaptive_hgrl,Proposed,0.894940,0.517269,0.530479
31600,proposed_adaptive_hgrl,Proposed,0.903591,0.511313,0.527000
31700,proposed_adaptive_hgrl,Proposed,0.899693,0.512367,0.529280
31800,proposed_adaptive_hgrl,Proposed,0.896947,0.512902,0.531147
31900,proposed_adaptive_hgrl,Proposed,0.903198,0.508552,0.529012
32000,proposed_adaptive_hgrl,Proposed,0.909667,0.504231,0.526880
32100,proposed_adaptive_hgrl,Proposed,0.906053,0.505564,0.529341
32200,proposed_adaptive_hgrl,Proposed,0.902413,0.507034,0.531866
32300,proposed_adaptive_hgrl,Proposed,0.912818,0.500934,0.528137
32400,proposed_adaptive_hgrl,Proposed,0.902561,0.506337,0.533749
32500,proposed_adaptive_hgrl,Proposed,0.912720,0.500676,0.530225
32600,proposed_adaptive_hgrl,Proposed,0.907738,0.503469,0.533527
32700,proposed_adaptive_hgrl,Proposed,0.908378,0.503293,0.534299
32800,proposed_adaptive_hgrl,Proposed,0.910330,0.502564,0.534513
32900,proposed_adaptive_hgrl,Proposed,0.912604,0.501804,0.534588
33000,proposed_adaptive_hgrl,Proposed,0.909976,0.503868,0.536857
33100,proposed_adaptive_hgrl,Proposed,0.909415,0.504924,0.538182
33200,proposed_adaptive_hgrl,Proposed,0.911521,0.504685,0.538327
33300,proposed_adaptive_hgrl,Proposed,0.915737,0.503312,0.537424
33400,proposed_adaptive_hgrl,Proposed,0.905824,0.509812,0.542843
33500,proposed_adaptive_hgrl,Proposed,0.908888,0.509279,0.542392
33600,proposed_adaptive_hgrl,Proposed,0.908317,0.510829,0.543532
33700,proposed_adaptive_hgrl,Proposed,0.913366,0.509328,0.542070
33800,proposed_adaptive_hgrl,Proposed,0.909392,0.512829,0.544598
33900,proposed_adaptive_hgrl,Proposed,0.907342,0.515274,0.546169
34000,proposed_adaptive_hgrl,Proposed,0.901505,0.519819,0.549372
34100,proposed_adaptive_hgrl,Proposed,0.903977,0.519785,0.548751
34200,proposed_adaptive_hgrl,Proposed,0.905729,0.520107,0.548354
34300,proposed_adaptive_hgrl,Proposed,0.904145,0.522262,0.549399
34400,proposed_adaptive_hgrl,Proposed,0.896760,0.527490,0.552910
34500,proposed_adaptive_hgrl,Proposed,0.898189,0.527832,0.552385
34600,proposed_adaptive_hgrl,Proposed,0.895397,0.530402,0.553657
34700,proposed_adaptive_hgrl,Proposed,0.897877,0.529943,0.552432
34800,proposed_adaptive_hgrl,Proposed,0.896796,0.531358,0.552735
34900,proposed_adaptive_hgrl,Proposed,0.897103,0.531892,0.552320
35000,proposed_adaptive_hgrl,Proposed,0.888989,0.537014,0.555671
35100,proposed_adaptive_hgrl,Proposed,0.889615,0.536994,0.554836
35200,proposed_adaptive_hgrl,Proposed,0.892988,0.535461,0.552793
35300,proposed_adaptive_hgrl,Proposed,0.883304,0.540908,0.556497
35400,proposed_adaptive_hgrl,Proposed,0.886450,0.539164,0.554361
35500,proposed_adaptive_hgrl,Proposed,0.886123,0.539215,0.553743
35600,proposed_adaptive_hgrl,Proposed,0.881184,0.541612,0.555099
35700,proposed_adaptive_hgrl,Proposed,0.879811,0.541916,0.554801
35800,proposed_adaptive_hgrl,Proposed,0.881592,0.540383,0.553061
35900,proposed_adaptive_hgrl,Proposed,0.873692,0.544052,0.555641
36000,proposed_adaptive_hgrl,Proposed,0.877180,0.541241,0.552984
36100,proposed_adaptive_hgrl,Proposed,0.877964,0.539889,0.551585
36200,proposed_adaptive_hgrl,Proposed,0.875452,0.540219,0.551627
36300,proposed_adaptive_hgrl,Proposed,0.869460,0.542406,0.553250
36400,proposed_adaptive_hgrl,Proposed,0.873225,0.539132,0.550465
36500,proposed_adaptive_hgrl,Proposed,0.869889,0.539713,0.550891
36600,proposed_adaptive_hgrl,Proposed,0.873692,0.536358,0.548151
36700,proposed_adaptive_hgrl,Proposed,0.870694,0.536648,0.548442
36800,proposed_adaptive_hgrl,Proposed,0.867442,0.537110,0.548917
36900,proposed_adaptive_hgrl,Proposed,0.867385,0.535818,0.547996
37000,proposed_adaptive_hgrl,Proposed,0.864969,0.535876,0.548213
37100,proposed_adaptive_hgrl,Proposed,0.862274,0.536080,0.548577
37200,proposed_adaptive_hgrl,Proposed,0.866912,0.532314,0.545715
37300,proposed_adaptive_hgrl,Proposed,0.864282,0.532626,0.546205
37400,proposed_adaptive_hgrl,Proposed,0.872433,0.527099,0.541927
37500,proposed_adaptive_hgrl,Proposed,0.867816,0.528680,0.543470
37600,proposed_adaptive_hgrl,Proposed,0.872364,0.525344,0.540991
37700,proposed_adaptive_hgrl,Proposed,0.859278,0.531816,0.546529
37800,proposed_adaptive_hgrl,Proposed,0.871166,0.524671,0.540917
37900,proposed_adaptive_hgrl,Proposed,0.866021,0.527045,0.543080
38000,proposed_adaptive_hgrl,Proposed,0.865790,0.526849,0.543122
38100,proposed_adaptive_hgrl,Proposed,0.869803,0.524461,0.541352
38200,proposed_adaptive_hgrl,Proposed,0.872074,0.523184,0.540468
38300,proposed_adaptive_hgrl,Proposed,0.873956,0.522269,0.539858
38400,proposed_adaptive_hgrl,Proposed,0.870131,0.524646,0.541916
38500,proposed_adaptive_hgrl,Proposed,0.871290,0.524414,0.541817
38600,proposed_adaptive_hgrl,Proposed,0.873959,0.523495,0.541131
38700,proposed_adaptive_hgrl,Proposed,0.875994,0.523055,0.540815
38800,proposed_adaptive_hgrl,Proposed,0.877570,0.522985,0.540781
38900,proposed_adaptive_hgrl,Proposed,0.881457,0.521759,0.539783
39000,proposed_adaptive_hgrl,Proposed,0.881717,0.522647,0.540502
39100,proposed_adaptive_hgrl,Proposed,0.883711,0.522641,0.540476
39200,proposed_adaptive_hgrl,Proposed,0.879609,0.526093,0.543273
39300,proposed_adaptive_hgrl,Proposed,0.886364,0.523606,0.541207
39400,proposed_adaptive_hgrl,Proposed,0.892803,0.521391,0.539364
39500,proposed_adaptive_hgrl,Proposed,0.885033,0.526957,0.543894
39600,proposed_adaptive_hgrl,Proposed,0.889682,0.525724,0.542871
39700,proposed_adaptive_hgrl,Proposed,0.892739,0.525368,0.542580
39800,proposed_adaptive_hgrl,Proposed,0.893039,0.526551,0.543567
39900,proposed_adaptive_hgrl,Proposed,0.893496,0.527563,0.544439
40000,proposed_adaptive_hgrl,Proposed,0.894009,0.528501,0.545277
